,tweet_id,text,query,user_id,follower_count,user_tweet_count,likes,retweets,user_location,date
15481,1346860323718926336,stocks extend their gains amid georgia runoff results dow jumps 500 points to record bideneconomy greennewdeal wearamask trumplost,stock market,2197106143,9313,817697,0,0,CA,2021-01-06
15492,1346860190730129409,since trump thinks the stock market is a measure of approval etc just this morning so far clean energy indexes are up over 55 guess the market isnt worried about trump overturning the election,stock market,836670766368219136,3092,89662,0,6,CA,2021-01-06
15512,1346859951273242624,so obamas faults are because of the previous president why didnt obama pull us out of those wars and again he chose to start 4 more and increase troops on the ground economic boom under obama how the stock market the working class suffered under obama just like trump,stock market,1126624139232595968,12,412,0,0,,2021-01-06
15531,1346859741344124928,it looks like the stock market likes that democrats will be in control didnt trump say it would be a disaster for the stock market justsayin geogia seditiousgop byedon senateminorityleadermitchmcconnell trumpforprison2021 trumpisacriminal trumpfailedamerica,stock market,14677729,330,19572,2,0,,2021-01-06
15557,1346859593922703362,the stock market is roaring you said it would crash with a trump loss and republican loss of the senate you were wrong yet again what a loser you are,stock market,1148752548813316096,12,4571,1,0,,2021-01-06
15570,1346859461017788419,what happened to trumps preelection warning that stock market will crash and our investments will go under including our 401k if he loses the election,stock market,1327696686827843584,0,113,0,0,,2021-01-06
15572,1346859445708582914,trump has tied himself to the stock markets mast,stock market,1358146357,59951,288263,0,1,,2021-01-06
15580,1346859428314820608,didnt trump say the stock market would crash if biden was elected but now that didnt happen its because the democrats are in bed with wall street which is it cant have it both ways,stock market,1247366128114053122,29,532,0,0,TN,2021-01-06
15587,1346859374778724356,can someone explain it to me like im a trumper is this the market crash predicted after the 113 elections or the one when moscowmitch becomes minority leader im confused stocks jump dow hits record high as bank shares rally a,stock market,57506846,3480,2158,0,0,PA,2021-01-06
15716,1346858277322305539,stock market soaring on news that were free of you and the rep senate everything you touch turns to shit loserinchief onetermtrump,stock market,28577741,58,23184,0,0,,2021-01-06
15768,1346857957368102912,remember like a month ago ppl really though trumprepublicans had something to do with the stock market,stock market,255877499,402,18149,0,0,,2021-01-06
15785,1346857758889537542,trump try and take credit for stock market surge yet,stock market,178063571,3132,324662,0,0,NY,2021-01-06
15865,1346856807470305281,the stock market is booming over 535 points what did trump say the stock market would do if biden was elected possible a double win in georgia accounts for the high numbers,stock market,196759072,29,927,0,0,,2021-01-06
15867,1346856792136036352,stock market going crazy over high over dems victory thank trump for splintering the reps party,stock market,449929726,33,5045,0,0,,2021-01-06
15888,1346856546957987846,the stock market is mourning the impending death of trumpism by going up 500 points or is the stock market excited about the pending socialist takeover of america,stock market,46935186,48,8614,0,1,,2021-01-06
15892,1346856507644645376,stock market is experiencing a democratic bump thanks to defeated trump and gop,stock market,45690617,668,10350,6,0,USA,2021-01-06
15901,1346856353768173568,all i gotta say is that my retirement account is going nuts today in a good way because democrats appear to have taken back the senate so much for trumps brag about the stock market being all about him,stock market,2909563471,397,86504,0,13,CA,2021-01-06
15947,1346855832823230466,i imagine it has to do with trump republicans alienating the moderatesindependents imo also wasnt him amp loeffler accused of insider trading prior to the stock market dip in march,stock market,221982301,78,3335,0,0,,2021-01-06
15953,1346855781606457344,from my personal experience ive been watching quite closely over the last 3 months amp what im seeing is the stock market wants stability i think theyre over the excitement of trump weve been steadily on the rise since the election of course this is purely anecdotal,stock market,836670766368219136,3092,89662,2,0,CA,2021-01-06
15967,1346855602178416647,the stock market is up huge today due to georgia win thanks president trump for helping,stock market,1271400331423907840,3,609,0,0,,2021-01-06
15990,1346855364470452224,remember when trump said that the stock market would crash if he loses to joe biden well i want to thank him for losing because so far today i have made 8000 just sitting on my butt as the stock market continues to climb,stock market,34989464,173,1187,0,0,WA,2021-01-06
15991,1346855335437352961,trump signs new order that would ban transactions with some chinese apps omg lighten up on them lol they already middled us out of the new rcep trade agreement india is also not at the table just a thought,stock market,1324887707131105281,1,41,0,0,CA,2021-01-06
16037,1346854896285442049,is tweeting about the stock market the dow is up 500 points today guess the georgia wins helped the markets since joe biden has been elected the dow has soared trumpprecedents will hurt the gop,stock market,992335398943719424,2001,42381,0,0,,2021-01-06
16047,1346854819265437699,can anyone explain why the stock market has been on a tear since 113 amp up big today amp please dont say it is because trump will be inaugurated on 120,stock market,3885160459,9357,65976,0,0,,2021-01-06
16072,1346854587878297605,the ultra rich got more taxcuts special interest got billions and the stock market was fully socialized by the fed printing trillions mission accomplished trump,stock market,1551037171,100,20927,0,0,,2021-01-06
16103,1346854229655379969,the stock market is a bad indicator obama had a stock market higher then bush trump higher then obama biden will have it higher then trump,stock market,824969055987724288,683,4346,1,0,TN,2021-01-06
16260,1346853041786421248,well most people are not their own broker let alone only about half of population invests in stock market in some manner hard to believe but folks work hard and just sit on cash just recently talked to trump supporter was his thought process they are confused human beings,stock market,1274845829422026752,6,581,0,0,,2021-01-06
16273,1346852917102456832,the stock market is not the economy but trumpers acted like it was for about 5 years now and said the market was up solely because of trump yet as soon as he loses the election it sky rockets and now the market is up big again today after the georgia results hmmmm,stock market,150970745,157,23977,0,0,,2021-01-06
16319,1346852604303859712,the stock market loves it when georgia turns blue and trump loses,stock market,924296420764602370,7,8227,0,0,,2021-01-06
16333,1346852550126034944,i saved the most money on taxes under trump which i used to reinvest in my business which gave me more returns did better in the stock market too,stock market,311659953,442,53046,1,0,,2021-01-06
16400,1346851935119417346,youre implying therefore all elected officials media medical professionals global stock market employees legal judiciary scientists celebrities past presidents amp of course trump how could he not know if you do are complicit cmon dude everybody except you,stock market,268661938,10,695,0,0,,2021-01-06
16429,1346851569740914688,the stock market likes biden warnock and ossoff dow is up 16 this morning for you maga morons thats a lot farewell to traitortrump and moscowmitch stains on americas democracy,stock market,780553155243184129,583,13094,0,0,,2021-01-06
16444,1346851422000832512,trump is up to his tricks with the stock market todayhes manipulating it up again and then as soon as biden is certified he is going to crash it and his propaganda tv stations are all ready setting up this premeditated trickagain,stock market,2978503906,3666,47609,0,0,RI,2021-01-06
16445,1346851419568054273,did you notice how happy the stock market is right now the stick market is so happy to see you go and dems taking georgia so happy americasgreatestmistake is almost over trumplost over and over and over again,stock market,1098245765107933190,37,7066,0,0,,2021-01-06
16448,1346851397871001600,for those who thought the dow only likes corrupttrump take a look dow jumps more than 450 points to fresh record high nasdaq flat amid georgia runoff results,stock market,49379886,2663,90208,0,0,,2021-01-06
16453,1346851333442310148,jan 4 trump campaigns for ga senatorial candidates jan 5 georgians vote shitcan said candidates jan 6 dow 500 points greatest stock market ever,stock market,1131367994,87,5049,0,0,ME,2021-01-06
16479,1346850942499528704,trump has to be so hurt that the stock market is up today,stock market,389252540,574,18823,0,0,,2021-01-06
16486,1346850828586463242,covid19 we wont forget how many americans died often alone lost their jobs amp businesses cant afford rent food amp medications because trump jared amp ivanka cared more about the stock market amp reelection they knew on january 28 coronavirus was a deadly threat,stock market,1315362082817269762,187,21856,0,56,,2021-01-06
16515,1346850373345148931,we hate you the stock market hates you and once realizes you destroyed them you will be universally hated every horrible trump except shes a national treasure,stock market,1327622033015001089,78,7195,0,0,,2021-01-06
16557,1346849852328718336,haha right and the 1 hasnt done amazingly well under trump growing their wealth by trillions while the poor continue to lose wealth and the only facet of the economy that trump ever cares is helping blow up the stock market bubble only really helping the 1,stock market,992904736197234688,1022,14987,1,0,,2021-01-06
16563,1346849788122247168,how many times have you lost the election now oh and the senate oh stock market all time high you fucking moron worstpresidentever trumpisacompletefailure trumpisalaughingstock loserinchief,stock market,1060153030794981376,1470,1160,0,0,,2021-01-06
16573,1346849686272016384,is it not a trump tactic to take credit for stock market moves,stock market,1041536791654719489,71,9104,2,0,,2021-01-06
16608,1346849294704386048,turns out stock market likes democrats too so trump there goes that argument,stock market,159708403,229,28764,0,0,,2021-01-06
16612,1346849243403837440,typical leftist you didnt like the the facts presented to you most retirement accounts are related to the stock market so yeah thats a huge deal cuomo killed thousands in ny and you blame trump implemented travel bans in march and pelosi and schumer said hes xenophobic,stock market,424459490,97,3735,0,0,KY,2021-01-06
16669,1346848639965147143,what time is the press conference where trump takes credit for the stock market today,stock market,381053989,39,802,3,0,,2021-01-06
16672,1346848595413258242,do you know why because trumps first response was to tell the world it was no big deal to wave it away to reassure the stock market and he refused to back down from it because once he takes a stupid position he holds that stupid position he still is even today,stock market,415669942,404,22179,0,35,,2021-01-06
16677,1346848487070179328,well i guess everyone is happy stock market is rallying just quit it trump let your daughter come and win the elections,stock market,1071864528995053568,3,126,0,0,,2021-01-06
16682,1346848418036133891,sandra smith at fox touting the stock market going up like crazy the whole world is ecstatic about the end of the trump era stock market is a reflection of that,stock market,191352733,15,456,0,0,NY,2021-01-06
16688,1346848356748972033,goes to show you trump means fuck all to the stock market,stock market,818272269382418433,65,3373,0,0,,2021-01-06
16692,1346848318274547712,reagan came in in 81 that means that a stock market crash in 87 is 100 his fault hw took over from reagan so if he inherited a recession he got it from reagan w caused the great recession in his second term again definitely not inherited trump ignored covid their faults,stock market,1532613578,32,836,2,0,,2021-01-06
16698,1346848271742988289,stock market record highs thank you trump for losing the house senate and presidency,stock market,111448924,404,14411,0,0,,2021-01-06
16731,1346848032638308352,i would like everyone to be prepared for a few things after jan 20 the same people that crowed about what trump did for the stock market and economy 3 months into his termwill critique biden for the state of the economy 3 weeks into his,stock market,18461483,3717,14970,5,0,IL,2021-01-06
16740,1346847984101765127,stock market is rocking because loser trump is going to jail,stock market,2375672876,12,1183,0,0,,2021-01-06
16771,1346847615154069514,everyone knows dems supercharge the stock market well obama in his first 4 years brought back a 73 roi in the stock market trump only 53 but tell me whos better at managing the stock market 20 is a big difference too,stock market,70526042,173,3361,0,0,NJ,2021-01-06
16775,1346847552197505024,dowjones hits 123rd record high since donaldtrump has been president i realize the stock market isnt the economy however this non1er is thankful that i dont have to sit around waiting for the 2000stimuluschecks investinyourself,stock market,1275146813666967552,6,522,1,0,CA,2021-01-06
16827,1346847059266195457,under trump weve had record low unemployment for all demographics and record high stock market and you have a problem with that damn shame,stock market,980570404220751872,500,34509,0,0,AL,2021-01-06
16832,1346846941041319936,the stock market will soar if trump is thrown from office,stock market,1267461047293751303,131,30060,0,11,NY,2021-01-06
16844,1346846772467908608,so trump and republicans took credit for stock market gains between november 2015 and january 2016 todays record high for the dow will be credited to and the ga dem wins i would assume,stock market,390867777,255,12630,0,0,,2021-01-06
16854,1346846651105771520,fox news is giving trump credit for the stock market jump today bitch please,stock market,1206254677848809472,4995,27353,6,0,CA,2021-01-06
16857,1346846632755662848,hey trump looks like the stock market loves the direction the country is going now americahasspoken,stock market,1156271812289761280,6127,24759,2,0,AZ,2021-01-06
16986,1346845145623216134,trump promised a stock market crash if democrats won where is it,stock market,1238972203498012672,14,625,0,0,,2021-01-06
17084,1346843797657964544,trump look what joe doing to the stock market,stock market,823207081083830272,3,382,0,0,,2021-01-06
17191,1346842559843360769,right dude riiiight they loved those trade negotiations loved the tariffs huh it was tanking their economy the chinese stock market crashed election night when trump was ahead then had a miraculous turnaround next day hmm,stock market,27695487,296,1394,2,0,,2021-01-06
17212,1346842247350902784,if this growth in the stock market after trumps crazy spending and its continuance in the face of the incoming communists doesnt convince you that its actually a crony market or commie market nothing will,stock market,33228036,546,22517,0,0,,2021-01-06
17315,1346840602839633921,the market also rose at a faster pace under president obama than trump even before covid once again you are entitled to your own opinions but not your own facts,stock market,954368696742531072,69,6792,0,0,,2021-01-06
17321,1346840477648216067,finished off the year with gt20 million confirmed cases of covid19 in 10 months and gt340000 deaths and trump is bragging about the stock market shameless as always,stock market,1301934557940375553,5,172,0,797,,2021-01-06
17333,1346840391585202176,do you remember the story about chicken little thats all they do is cry wolf without any facts remember the stock market was supposed to crash as soon as trump was voted out,stock market,287324669,1518,20043,1,0,CA,2021-01-06
17377,1346839805414440960,trump gave us a hugely successful economy only if youre a rich white guy who loves tax cuts you dont need the stock market is not the economy trumploser presidentbiden46,stock market,93069144,167,36903,0,0,,2021-01-06
17466,1346838297637576706,we rigged nothing you were unsuccessful in preventing us from voting and there are more of us and we voted trump stupidly put the stock market ahead of covid and it cost him and you everything are you not angry about that y o u l o s t acceptance is the 5th step of greif,stock market,803123038531162112,0,130,0,0,,2021-01-06
17511,1346837680685015040,he inherited an improving economy and the trend continued until the pandemic trumps tax cut did nothing to stimulate job growth or improve wages it only made the rich richer and gave the stock market a sugar rush,stock market,1304442363838967808,48,2300,0,0,,2021-01-06
17560,1346836913559375874,the stock market anticipating this very soon byebyetrump,stock market,113011140,831,15401,0,11,,2021-01-06
17600,1346836415892615170,djia economy stockmarket rising w optimism for the new bidenharris administration and trumps departure surprisingly the stock market generally does far better under liberal presidents than conservative ones three stocks moving this morning bac csiq regi,stock market,95708774,4663,9896,1,0,USA,2021-01-06
17618,1346836270345961473,hahaha goddamn you people are so fucking stupid its over all the states certified the election you lost its not going to change trump chose the stock market over covid and it was a really dumb mistake and cost him and you everything are you not angry about that,stock market,803123038531162112,0,130,0,0,,2021-01-06
17636,1346836026946428928,and also a good priority would be to stop the absolutely insane stock market dumps done by the fed last year the market should be allowed to balance itself naturally not kept afloat artificially trump administration may have done the latter for a false sense of prosperity,stock market,398767861,125,14600,0,0,AL,2021-01-06
17698,1346835444294692864,at the end of 4 devastating years of trump administration the us is down in all key performance indicators jobs trade deficit exports health insurance deaths etc etc all but one stock market now think about that,stock market,4237136248,7,315,0,0,,2021-01-06
17726,1346835094988873731,the usa citizens have spoken so many people are tired of you trump they not only want you out they want all your cronies in the republican party out with you remember the majority isnt getting rich in the stock market they are getting poorer and sick from the virus,stock market,1196130378681143296,10,2320,0,0,NY,2021-01-06
17839,1346833258332512257,middle east was no war at all obama grew more jobs in his last 3 yrs than trump in all 4 yrs stock market grew way less than 4 yrs before while world economy grew faster and to pay for that minor short term succes national debt grew faster than ever even without covid,stock market,1066269260014632960,39,6172,0,0,,2021-01-06
17852,1346832937224986624,stock exchange delisting 3 chinese companies under trump order yes ldt the market run free but make sure taxes are immediately deducted from profits per transactions daily so there wont be n opportunity for paying 750 tax l i ke trump,stock market,1271909074528014348,240,3133,0,0,,2021-01-06
17884,1346832330762186752,when millions are standing in food line and their life relying on government checks you trumpers are worried only about the stock market cant be more pathetic,stock market,85820926,52,800,1,0,,2021-01-06
17891,1346832228261752835,trump doj drops insidertrading probe of senators as another republicans trades come under scrutiny rep phil roe rtenn made more than 600 trades worth up to 184 million before the stock market plunged,stock market,2598378109,211,16622,0,0,,2021-01-06
17895,1346832092668325891,trump did better than obama 1 lost the popular vote 2016 2 set a record losing popular vote margin in 2020 3 one term president 4 lost the senate lost the house lost the presidency in final two years 5 pandemic response killed millions 6 largest stock market drop,stock market,4785578258,1253,9551,1,0,,2021-01-06
17926,1346831642476871680,im beginning to think trumps claim that a biden win would crash the stock market was a lie,stock market,480028556,719,41695,1,0,LA,2021-01-06
17960,1346830981706211334,i wonder if trump is going to mention the stock market opened at historic highs this morning georgia warnock ossoff,stock market,20654504,881,34755,3,0,DC,2021-01-06
18035,1346829741261668352,so did the tax scam for the wealthy pay for itself or did the tax cut trump promised before midterms ever happen btw the stock market goes up over time regardless of who the potus is though most presidents dont use tweets to affect it bidenwon bidenisyourpresident ,stock market,914569281882353664,3542,12260,2,0,USA,2021-01-06
18072,1346828829403336706,georgia just stole the senate run off pence appears to be caving in and allowing biden to become an illegitimate president if trump doesnt enact eo13848 and biden illegally takes office you will see the stock market crashunemployment skyrocketand gas prices soar,stock market,1338192395700215808,18,1906,1,0,,2021-01-06
18092,1346828516235616258,trump spent the critical early days of the pandemic trying to tweet the virus into submission because he feared a declining stock market would hurt his reelection chanceshe has dishonored disfigured and debased everything he has touched,stock market,64784576,12923,47727,2,1,,2021-01-06
18355,1346824040447668226,wimpy aka pinocchio you lost by your own means what started out as the china virus has become the trump virus with over 3000 deaths each day and 357000 total dead you could have advocated for wearing masks social distancing and cleanliness but no the stock market won,stock market,830304331,4,1673,0,0,,2021-01-06
18449,1346822683590324224,would probably have had better luck at the polls if her concerns were more about the people of georgia and the country she was to busy kissing trumps ass and stock market criminal acts,stock market,131869463,116,6419,0,0,FL,2021-01-06
18532,1346821201939886080,trump is done and republicans are done they failed to provide a better alternative to obamacare the performance of stock market is meaningless to the common people when its rich people like trump that own most of the stocks i hope conservatives in canada are paying attention,stock market,909045265,65,2685,0,0,,2021-01-06
18757,1346817783951187968,so sorry for your loss trump hasnt done anything for you unless you have to play the stock market or skip paying taxes,stock market,730570911993069568,62,10297,0,0,MN,2021-01-06
19034,1346812728485228544,fearmongers said the same about obama and said america would become socialist instead america came back from the gop greatrecession employment and the stock market soared trump couldnt begin to perform with the same metrics why fearmonger its all the gop can offer,stock market,289186412,7462,15581,1,0,USA,2021-01-06
19083,1346811790819254272,trump did what he always does add significant debt spend more than he has and eventually declare bankruptcy until they have to implode it to the ground he did all that to america in 4 short yearsbut the stock market is high typical trump he and a few make out great,stock market,802992396455804928,488,3948,1,0,,2021-01-06
19106,1346811420973916160,donald trump is not a criminal if anybody is a criminal its obamaobama raised the price of living to highhe allowed illegal immigrants to come into america and take our jobs and he is the creator of isis and its obamas fault for the stock market crash of 2008,stock market,1112167014318125058,26,68340,0,0,,2021-01-06
19160,1346810480887803907,remember trump threatened that the stock market would collapse if he didnt win the market had other thoughts dow surges past 30000 for first time in historic milestone,stock market,1098901701032140800,115,7900,0,69,,2021-01-06
19185,1346810018759401472,partially this claim greatly deemphasizes the impact of the great recession which obama inherited its the same way republicans claim trump pushed the stock market to an all time high obama did that trump just carried the baton and actually slowed it down,stock market,29197338,24,879,0,0,,2021-01-06
19223,1346809524087377923,with trump and mcconnell gone liberals can go back to focusing on the stock market with no annoying distractions,stock market,31175890,482,11066,0,0,,2021-01-06
19281,1346807999961182209,disgraceful how what exactly did trump do that was so horrific record low unemployment up until the pandemic record highs in stock market highest wages for african americans ever sounds terrible,stock market,1323762634911555590,5,925,0,0,,2021-01-06
19335,1346806829746155521,trump has been rat poison for the stock market for the last 2 months he stomped all over it trump is now banned from bitcoin he will now embrace tesla thats his only route for significant financial success ,stock market,2212753740,965,159278,1,0,,2021-01-06
19529,1346803392547598342,the stock market dow was at 18500 when trump took office its now at 30300 how did his economic policies now work how does that happen during a pandemic if you didnt take advantage it thats your own fault you cant not work and expect handouts to get ahead in life,stock market,51204466,8281,2535,0,0,,2021-01-06
19547,1346803083100237824,i hear you i look at this as a market dynamic as in stock market occupational hazard the trump bubble is deflating that might be an early call but i think itll hold up,stock market,54534867,6662,16638,1,0,NY,2021-01-06
19607,1346801671347830784,trump blatantly lied about covid so stock market wouldnt quiver fluctuate tank etc trump never cared that the us people would panic oh no it was all about the money money money moneymoney impeachtrumpagain remove45,stock market,1300089814608470016,550,14116,0,1,,2021-01-06
19680,1346799641594122241,well i guess david perdue amp kkkelly loeffler have more time to pursue their passion for playing the stock market amp hiding in their mansions or maybe they can join trump in a game of trivial pursuit to prison,stock market,1325418804235673601,77,18049,0,0,,2021-01-06
19683,1346799598313103360,keep on watching it didnt end when clinton came in cleaned bush1s dirty warsera amp ended the deficit it didnt end when obama came in cleaned bush2s recession amp employment healthcare auto industry stock market lets unitework to killclean covid19 trump virus,stock market,24584022,169,4776,0,0,AR,2021-01-06
19781,1346797026797899776,the stock markets probably down in part because the fed wont be pumping millions of dollars into it to artificially inflate it to make trump look good anymore,stock market,824334902988591108,882,17456,1,0,,2021-01-06
19873,1346794316379926528,hey pufferface mcconnell 60000 is not enough to help so i will just use it to buy chinese stock the same one trump tried to take off the market even,stock market,1287356376524763136,0,99,0,0,,2021-01-06
19951,1346792207530000396,this is evident by trumps obsession wthe stock market bc he knows that if the economy crashes so does his reelectionwhich exposes him to indictments so hes willing to downplay the virus and let people die if the lies stabilize the market 5,stock market,41465507,1330,125821,0,427,OH,2021-01-06
19963,1346791960485515270,just remember to maintain your perspective my fintwit friends clinton record stock market bush record stock market for a while obama record stock market trump record stock market biden likely record stock market,stock market,38432328,823,18989,2,0,MN,2021-01-06
20007,1346790662134325249,lets not make the same old mistake of pitting big government versus big wealth we the people can take resources from the top to give all kids a fairstart in life without government humanrights georgia sedition trumprally climatechange,stock market,3319671112,4542,4207,0,0,CA,2021-01-06
20013,1346790615019872256,trump bragged about the stock market at all time highs every week while 70 million filed for some sort of unemployment i agree with your point on dems people forget that obama had occupy wall street protesters skulls busted by cops and they arrested 7000 people,stock market,1304645688702140416,170,4309,0,0,,2021-01-06
20171,1346785809379291136,trumpers eep state actor way back in febtrump decided covid was bad for his election prospects amp his precious stock marketthose matter more you fans agreed to close ur eyes block ur ears and pretend the monster wasnt real itll disappear day after election day surprise,stock market,765091334793392128,27,1764,0,0,,2021-01-06
20226,1346784155573563393,such an ignorant argument this shows you dont want to get better you want to argue and be upset when dems are trying to help with money assistance rent assistance and an overall ability to stay home without losing your existence trump this the stock market will save us,stock market,586145125,438,25661,0,0,,2021-01-06
20305,1346781608452517888,another lie you conned your people into believing that biden would cancel christmas oh and dont forgetyou claimed the stock market would tank if he was elected too can you not ever lie comrade trumpevski,stock market,274178480,1108,55232,1,0,,2021-01-06
20328,1346780820112072705,aapl trump issues new ban on alipay and other chinese apps 6th update,stock market,235893847,203,36389,0,0,NY,2021-01-06
20406,1346778181941002249,wall streets agnostic to all of that really the gop giveaway certainly enabled corporations to buy back their own stock but if you look at the overall trends in the market before trump its consistent it reacts to things like the pandemic administration changes etc,stock market,212549215,3343,26272,1,0,MD,2021-01-06
20503,1346775863082295297,too many great snippets to choose from trump pumped money into economy created the biggest deficit in us history burdened industry with tariffs goosed stock market as small businesses died yet half of america believe this was brilliant economic policy,stock market,8015612,295,15865,0,0,,2021-01-06
20843,1346865832803053570,it is laugh out loud funny to me that people are still pretending had more support in this country than this country belongs to patriots amp they stand firmly behind trump the media tech lords amp pandemic werent powerful enough to stop this,pandemic,878247600096509952,2613174,4771,63760,17220,NY,2021-01-06
20952,1346855058609229824,no absolutely not justice is for the victims there are real victims of donald trumps crimes children orphaned forced sterilizations of migrants dead americans from a willfully mismanaged pandemic this isnt damn tax policy differences comey needs to go away,pandemic,20915444,216,8446,0,256,NC,2021-01-06
20956,1346855056793067520, address the protrump crowd and not one of them says anything about the pandemic killing thousands of americans every damn day this family simply does not care about the ongoing massacre of neighbors amp fellow citizens,pandemic,109232499,3949,368796,0,346,,2021-01-06
20964,1346855053915779072,fn trump pres carter cant attend the inauguration because the country has a raging pandemic and they are dear and frail its the right decision they are too precious to risk but in the year that his beloved georgia delivers us from evil he should be there to celebrate,pandemic,634055034,769,67596,0,5,,2021-01-06
20974,1346855051311120386,trumps finalweeks legacy lighting fires across america on the way out sinking fellow republicans whove protected him setting up loyal vp as fallguy ignoring raging pandemic as casesdeaths rise botching vaccine rollout overseeing job losses in final full month in wh,pandemic,2302272980,1157,111765,0,970,,2021-01-06
20980,1346855049629028352,the horrors of the intentional mishandling of the pandemic by trump have amplified the inequalities in this country if people arent seeing it it means that they dont want to see it,pandemic,1239247433806249984,794,17684,1,0,,2021-01-06
20987,1346855045799632896,even though hes a clown now rudy giuliani is remembered by history for his amazing response after 911 even trump could have had that too with any kind of action at all after the pandemic but he couldnt see it,pandemic,32538262,1840,48302,1,0,,2021-01-06
21023,1346855027181297667,only donald trump could ask 1000s of americans to congregate together at a time of a deadly airborne virus pandemic and call the event save america,pandemic,3244511217,1034,4083,0,0,,2021-01-06
21232,1346854903755517954,millions of americans now have no money at all thanks to turbo tax irs and trump not signing before the deadline on unemploymentmany states have not even started the pandemic unemployment back up yet many people have no food now and cant pay any bills,pandemic,1342901335226789891,4,27,1,0,,2021-01-06
21274,1346854875997601798,trump golfs as the pandemic kills scientists have come up with a vaccine to stop this pandemic the trump administration has not even found a way to get the vaccine to the people,pandemic,75334421,61,5402,0,0,,2021-01-06
21304,1346854859778113536,the american people need the president or the united states to care about us and our country more than ever before especially during a pandemic that is costing so many of our lives too bad trump only cares about himself and his party,pandemic,16909343,7661,376809,0,327,OR,2021-01-06
21327,1346854848063442944,imagine being so dumb that you all actually make donald trump is a dnc plant to destroy the gop a reality instead of a conspiracy theory because a viral pandemic revealed who you are as people,pandemic,437877979,9,1255,0,0,,2021-01-06
21373,1346854817960964097,one must also consider the fact that china must have known how fucking incompetent trump would be at handling the virus were not the only country who had an election year many politicians have been reelected after not being incompetent shitwits at handling the pandemic,pandemic,186525750,19,2438,0,0,,2021-01-06
21404,1346854802207215617,michelle obama blasts trump unconscionable to focus on overturning an election instead of pandemic,pandemic,3306553484,1279,294924,0,230,MO,2021-01-06
21421,1346854791184437249,was no less than criminal negligence while politically posturing during a world pandemic that has killed thousands of americans and continues to kill thousands of americans with trumps amplified spread of the coronavirus in his efforts to prematurely open the economy,pandemic,4435019892,1864,52926,2,0,,2021-01-06
21525,1346854725271089153,how is 300000 deaths on him you should be mad at the main cause of this whole pandemic the chinese government for being careless about it and should be held responsible for all the damage their careless actions doneim not a trump fan but he isnt responsible for that,pandemic,2159905849,52,1817,7,0,,2021-01-06
21578,1346854690731008002,millions of americans now have no money at all thanks to turbo tax irs and trump not signing before the deadline on unemploymentmany states have not even started the pandemic unemployment back up yet many people have no food now and cant pay any bills fix this,pandemic,1342901335226789891,4,27,0,0,,2021-01-06
21611,1346854671621775364,its not the first thing on the agenda the pandemic is but wed better get some better answers about the trump putin connection,pandemic,817499677,158,12611,0,8,IL,2021-01-06
21677,1346854636955836417,falsifying vote totals or soliciting someone to do so is a federal crime and impeachable offense even though trump has only two weeks left in office and our focus should be on stopping the pandemic he should be impeached convicted and banned from ever holding public office,pandemic,3119751675,5539,85154,0,1,NY,2021-01-06
21699,1346854621965398017,what about the states that trump won that made changes to absentee ballots procedures because of pandemic why not challenge those electors also hypocrite and traitor,pandemic,3433748122,136,17425,0,0,,2021-01-06
21738,1346854605104279558,breaking look at 6435 trump just signed a bill to investigate pandemic scams,pandemic,880953574133518337,12,34,0,1866,,2021-01-06
21856,1346854538108493824,also it protects them from the trump virus during this deadly pandemic but i still love the fact it really ruins this pr stunt and attempted coup,pandemic,1260346345006620673,3117,76833,0,5,,2021-01-06
22014,1346854451433402369,maybe a good fix is to let the investigators from the hague that trump has been blocking have open amp transparent access trump did commit crimes against humanity his border policy was horrific his handling of the pandemic in part a reelection cheat was murderous,pandemic,253222954,675,18494,0,0,USA,2021-01-06
22017,1346854450858766338,its turning into a communist world at the momentpandemic a mechanismbut make no bones about it trumps indictments will show who he really is,pandemic,218656418,996,85221,0,0,,2021-01-06
22073,1346854424593907712,the trump admins farmers to families food box program has fed over 33b meals to families in need saved jobs amp supported our nations small farmers im proud to announce that with an addt 15b we can continue to feed hungry families through this program during the pandemic,pandemic,1021795105378787329,10,1219,0,2597,,2021-01-06
22264,1346854319346343937,you cant accept the fact that the majority of the country as well as the rest of the free world believes in decency and dignity trump was rejected for that as well as his childish ineptitude as a leader during our pandemic,pandemic,26806385,116,3879,0,0,,2021-01-06
22291,1346854305123487747,so trump and his stooges once again prove that they are incapable of learning from mistakes here we are another superspreader event in height of an overwhelming pandemic they will leave dc and spread the virus and the lies with them,pandemic,758453336643436544,66,2769,0,0,,2021-01-06
22358,1346854275935129601,the test from pandemic is about our selfishness and pride lets get back to work says trump it is what it is he says about death whilebhe claims to be pro life its about our pride of american exceptionalism god is sick of it,pandemic,909500980227485697,1361,34677,0,0,,2021-01-06
22403,1346854244150898688,like genuinely had trump been smart and taken care of this pandemic from day 1 he would have been reelected he shot himself in the foot,pandemic,2551762616,242,5440,0,0,NY,2021-01-06
22513,1346854174512865283,the fda had a rocky start during the pandemic when it came to resisting political and public pressure vaccines have been a different story even when the pressure is no longer coming from trump,pandemic,114549208,961,524003,0,7,,2021-01-06
22564,1346854156485623810,thanks to trump arizona california and rhode island are among the hardesthit places in the world at this stage of the pandemic with the highest rates of covid19 infections per capita,pandemic,1301620414481707008,3625,2685,0,32,OR,2021-01-06
